Cod_setor;tipo.x;bairro;distrito;municipio.x;area.km²;prop_mata;prop_HAND;prop_imper;CLAS_VUL.y;prop_cultivo;prop_pastagem;q_prop_mata;q_prop_imper;q_prop_HAND;Usos.Assoc;Susc;Susc.n;q_prop_cultivo;q_prop_pastagem;VulSoeAm;VulSoeAm.n
314390605000035;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.02805101;0;0;1;2;0;0;1;2;1;3;4;1;NA;NA;3;1
314390605000036;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.23602506;0;0.10687187;1;1;0;0;1;2;2;3;5;1;NA;NA;2;1
314390605000037;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.30271452;0.08535527;0;0.71124609;1;0;0;3;2;1;5;6;2;NA;NA;3;1
314390605000038;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.03989203;0;0;1;2;0;0;1;2;1;3;4;1;NA;NA;3;1
314390605000039;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.08516403;0;0.60230299;1;2;0;0;1;2;2;3;5;1;NA;NA;3;1
314390605000040;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.03619576;0;0.75351257;1;1;0;0;1;2;2;3;5;1;NA;NA;2;1
314390605000041;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.12154858;0;0.1259735;1;1;0;0;1;2;2;3;5;1;NA;NA;2;1
314390605000042;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.04292138;0;0.72102132;1;2;0;0;1;2;2;3;5;1;NA;NA;3;1
314390605000043;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.10733121;0;0.93043282;1;2;0;0;1;2;3;3;6;2;NA;NA;4;2
314390605000044;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.11823255;0;0.668777;1;2;0;0;1;2;2;3;5;1;NA;NA;3;1
314390605000045;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.06526131;0;0.18312427;1;2;0;0;1;2;2;3;5;1;NA;NA;3;1
314390605000046;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.0055898400000000004;0;0.29706038;1;0;0;0;1;2;2;3;5;1;NA;NA;1;1
314390605000047;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.08908464;0;0;1;1;0;0;1;2;1;3;4;1;NA;NA;2;1
314390605000048;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.04161042;0;0.03011313;1;1;0;0;1;2;2;3;5;1;NA;NA;2;1
314390605000049;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.03529398;0;0.64873075;1;2;0;0;1;2;2;3;5;1;NA;NA;3;1
314390605000050;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.03789992;0;0.03356498;1;2;0;0;1;2;2;3;5;1;NA;NA;3;1
314390605000051;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.01965527;0;0.3057521;1;1;0;0;1;2;2;3;5;1;NA;NA;2;1
314390605000052;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.02716516;0;0.34556248;1;1;0;0;1;2;2;3;5;1;NA;NA;2;1
314390605000053;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.04603932;0;0;1;1;0;0;1;2;1;3;4;1;NA;NA;2;1
314390605000054;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.20469799;0;0.12532346;1;1;0;0;1;2;2;3;5;1;NA;NA;2;1
314390605000055;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.04007441;0;0.0093798;1;1;0;0;1;2;2;3;5;1;NA;NA;2;1
314390605000056;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.040518;0;0;0.99752184;3;0;0;1;2;1;3;4;1;NA;NA;4;2
314390605000057;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.04852694;0;0;1;1;0;0;1;2;1;3;4;1;NA;NA;2;1
314390605000058;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.24978808;0;0.05024775;0.55500635;1;0;0;1;3;2;4;6;2;NA;NA;3;1
314390605000059;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.65992345;0;0.00468474;0.37582144;1;0;0;1;3;2;4;6;2;NA;NA;3;1
314390605000060;URBANO;NA;MURIAÃ‰;MURIAÃ‰;3.9676e-4;0;0;0;0;0;0;1;3;1;4;5;1;NA;NA;1;1
314390605000061;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.10969834;0;0.28141757;1;1;0;0;1;2;2;3;5;1;NA;NA;2;1
314390605000062;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.03237834;0;0;1;2;0;0;1;2;1;3;4;1;NA;NA;3;1
314390605000063;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.09335666;0;0.99205884;1;1;0;0;1;2;3;3;6;2;NA;NA;3;1
314390605000064;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.02481575;0;1;1;3;0;0;1;2;3;3;6;2;NA;NA;5;3
314390605000065;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.05577975;0;1;1;2;0;0;1;2;3;3;6;2;NA;NA;4;2
314390605000066;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.02418503;0;1;0.98252018;2;0;0;1;2;3;3;6;2;NA;NA;4;2
314390605000067;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.02860525;0;1;1;3;0;0;1;2;3;3;6;2;NA;NA;5;3
314390605000068;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.03383492;0;1;1;1;0;0;1;2;3;3;6;2;NA;NA;3;1
314390605000069;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.02291687;0;1;0.99649734;2;0;0;1;2;3;3;6;2;NA;NA;4;2
314390605000070;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.03000041;0;1;1;2;0;0;1;2;3;3;6;2;NA;NA;4;2
314390605000071;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.04230286;0;1;0.99989055;1;0;0;1;2;3;3;6;2;NA;NA;3;1
314390605000072;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.04093271;0;1;1;1;0;0;1;2;3;3;6;2;NA;NA;3;1
314390605000073;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.06651514;0;0.99546179;1;1;0;0;1;2;3;3;6;2;NA;NA;3;1
314390605000074;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.08173421;0;1;1;1;0;0;1;2;3;3;6;2;NA;NA;3;1
314390605000075;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.34423702;0;0.44168262;0.96322749;3;0;0;1;2;2;3;5;1;NA;NA;4;2
314390605000076;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.68019003;0;0.34798928;0.21574133;3;0;0;1;3;2;4;6;2;NA;NA;5;3
314390605000077;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.04760141;0;0.25422713;1;2;0;0;1;2;2;3;5;1;NA;NA;3;1
314390605000078;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.31871274;9.0056e-4;0.00463483;0.83287781;1;0;0;3;2;1;5;6;2;NA;NA;3;1
314390605000079;URBANO;NA;MURIAÃ‰;MURIAÃ‰;2.56155022;0.00808979;0.21715444;0.22201676;1;0;0;3;3;2;6;8;3;NA;NA;4;2
314390605000080;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.00560405;0;0;0;0;0;0;1;3;1;4;5;1;NA;NA;1;1
314390605000081;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.08465617;0;0.00612773;1;1;0;0;1;2;2;3;5;1;NA;NA;2;1
314390605000082;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.10694329;0;0.0060389;0.95486468;2;0;0;1;2;2;3;5;1;NA;NA;3;1
314390605000083;URBANO;NA;MURIAÃ‰;MURIAÃ‰;1.70554926;0.01168127;0.36071556;0.52213241;2;0;0;3;3;2;6;8;3;NA;NA;5;3
314390605000084;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.05294661;0;0.00955283;0.99956428;1;0;0;1;2;2;3;5;1;NA;NA;2;1
314390605000085;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.16852304;0;0.3856268;0.9436769;1;0;0;1;2;2;3;5;1;NA;NA;2;1
314390605000086;URBANO;NA;MURIAÃ‰;MURIAÃ‰;1.77047076;0.01484353;0.31612232;0.17950927;3;0;0;3;3;2;6;8;3;NA;NA;6;3
314390605000087;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.17224574;0;8.3781e-4;0.91713049;1;0;0;1;2;1;3;4;1;NA;NA;2;1
314390605000088;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.09022996;0;0.04165978;1;2;0;0;1;2;2;3;5;1;NA;NA;3;1
314390605000089;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.78076063;0.02482423;0.13014221;0.68951071;1;0;0;3;3;2;6;8;3;NA;NA;4;2
314390605000090;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.13287709;0;0;0.98980283;1;0;0;1;2;1;3;4;1;NA;NA;2;1
314390605000091;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.18941721;0;0;0.99947592;1;0;0;1;2;1;3;4;1;NA;NA;2;1
314390605000092;URBANO;NA;MURIAÃ‰;MURIAÃ‰;2.33373029;0.11689734;0.0770842;0.43530857;2;0;0;3;3;2;6;8;3;NA;NA;5;3
314390605000093;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.21150693;0;0.18497427;1;2;0;0;1;2;2;3;5;1;NA;NA;3;1
314390605000094;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.02275075;0;0.47984264;1;2;0;0;1;2;2;3;5;1;NA;NA;3;1
314390605000095;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.1277822;0;0.4376691;1;2;0;0;1;2;2;3;5;1;NA;NA;3;1
314390605000096;URBANO;NA;MURIAÃ‰;MURIAÃ‰;2.5138827;0.11100394;0.01596421;0.17280076;1;0;0;3;3;2;6;8;3;NA;NA;4;2
314390605000097;URBANO;NA;MURIAÃ‰;MURIAÃ‰;1.3992224;0.19856317;0.0670234;0.27967964;1;0;0;3;3;2;6;8;3;NA;NA;4;2
314390605000098;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.09199174;0;0.13980647;1;3;0;0;1;2;2;3;5;1;NA;NA;4;2
314390605000099;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.66683715;0.13712537;1.6392e-4;0.21309791;3;0;0;3;3;1;6;7;3;NA;NA;6;3
314390605000100;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.05336985;0;0;1;2;0;0;1;2;1;3;4;1;NA;NA;3;1
314390605000101;URBANO;NA;MURIAÃ‰;MURIAÃ‰;2.86890329;0.06964959;0.21674942;0.14590108;2;0;0;3;3;2;6;8;3;NA;NA;5;3
314390605000102;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.06677685;0;0.02853863;1;1;0;0;1;2;2;3;5;1;NA;NA;2;1
314390605000103;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.51938067;0.0141863;0.99866356;0.15469692;2;0;0;3;3;3;6;9;3;NA;NA;5;3
314390605000104;URBANO;NA;MURIAÃ‰;MURIAÃ‰;4.645e-4;0;1;1;0;0;0;1;2;3;3;6;2;NA;NA;2;1
314390605000105;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.06483998;0;0.99978593;0.81024932;2;0;0;1;2;3;3;6;2;NA;NA;4;2
314390605000106;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.03519331;0;1;1;2;0;0;1;2;3;3;6;2;NA;NA;4;2
314390605000107;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.1446741;0;0.92181213;0.69408754;2;0;0;1;2;3;3;6;2;NA;NA;4;2
314390605000108;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.47743777;0.01240838;0.20811357;0.51586187;1;0;0;3;3;2;6;8;3;NA;NA;4;2
314390605000109;URBANO;NA;MURIAÃ‰;MURIAÃ‰;1.59421397;0.06340373;0.25493649;0.28193194;1;0;0;3;3;2;6;8;3;NA;NA;4;2
314390605000110;URBANO;NA;MURIAÃ‰;MURIAÃ‰;1.0238583;0.00711624;0.16100382;0.1583377;1;0;0;3;3;2;6;8;3;NA;NA;4;2
314390605000111;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.08337581;0;0.98724594;0.78292361;1;0;0;1;2;3;3;6;2;NA;NA;3;1
314390605000112;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.18767244;0;0.99996531;0.8250465;1;0;0;1;2;3;3;6;2;NA;NA;3;1
314390605000113;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.04660399;0;1;1;1;0;0;1;2;3;3;6;2;NA;NA;3;1
314390605000114;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.08923533;0;0.82200615;0.92082777;3;0;0;1;2;3;3;6;2;NA;NA;5;3
314390605000115;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.11229291;0;0.06861377;0.40904141;3;0;0;1;3;2;4;6;2;NA;NA;5;3
314390605000116;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.02042051;0;0;1;2;0;0;1;2;1;3;4;1;NA;NA;3;1
314390605000117;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.19316032;0;0;0.95704915;3;0;0;1;2;1;3;4;1;NA;NA;4;2
314390605000118;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.06591184;0;0.44003429;0.77888267;2;0;0;1;2;2;3;5;1;NA;NA;3;1
314390605000119;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.03453059;0;0;1;2;0;0;1;2;1;3;4;1;NA;NA;3;1
314390605000120;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.43717668;0.03851246;0.5569214;0.21032245;2;0;0;3;3;2;6;8;3;NA;NA;5;3
314390605000121;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.09442685;0.00311034;1;0.51839885;1;0;0;3;3;3;6;9;3;NA;NA;4;2
314390605000122;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.04724952;0;0;0.95918668;2;0;0;1;2;1;3;4;1;NA;NA;3;1
314390605000123;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.46177653;0.01386682;0.95431879;0.12094712;2;0;0;3;3;3;6;9;3;NA;NA;5;3
314390605000124;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.04580391;0;0.20129592;1;1;0;0;1;2;2;3;5;1;NA;NA;2;1
314390605000125;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.08521924;0;0.16219049;1;1;0;0;1;2;2;3;5;1;NA;NA;2;1
314390605000126;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.94973316;0.0511628;0.04353195;0.37356586;3;0;0;3;3;2;6;8;3;NA;NA;6;3
314390605000127;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.36207628;0;0.65513786;0.89287147;2;0;0;1;2;2;3;5;1;NA;NA;3;1
314390605000128;URBANO;NA;MURIAÃ‰;MURIAÃ‰;1.84647355;0.07153964;0.40462486;0.45846677;3;0;0;3;3;2;6;8;3;NA;NA;6;3
314390605000129;URBANO;NA;MURIAÃ‰;MURIAÃ‰;3.89105607;0.12438351;0.26059741;0.13083029;1;0;0;3;3;2;6;8;3;NA;NA;4;2
314390605000134;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.03941187;0;1.0606e-4;1;3;0;0;1;2;1;3;4;1;NA;NA;4;2
314390605000135;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.05120014;0;0.0918101;1;1;0;0;1;2;2;3;5;1;NA;NA;2;1
314390605000136;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.03986719;0;0;1;1;0;0;1;2;1;3;4;1;NA;NA;2;1
314390605000137;URBANO;NA;MURIAÃ‰;MURIAÃ‰;0.15174902;0;0.07587311;1;2;0;0;1;2;2;3;5;1;NA;NA;3;1
314390610000001;URBANO;NA;BELISÃRIO;MURIAÃ‰;0.22324801;0.09934615;0.87324855;0.33633626;3;0;0;3;3;3;6;9;3;NA;NA;6;3
314390610000002;URBANO;NA;BELISÃRIO;MURIAÃ‰;0.18227539;3.7553e-4;0.533438;0.53518574;3;0;0;3;3;2;6;8;3;NA;NA;6;3
314390615000001;URBANO;NA;BOA FAMÃLIA;MURIAÃ‰;0.12091265;0;0.66237453;0.57125975;3;0;0;1;3;2;4;6;2;NA;NA;5;3
314390615000002;URBANO;NA;BOA FAMÃLIA;MURIAÃ‰;0.21902993;0;0.25415079;0.30471589;1;0;0;1;3;2;4;6;2;NA;NA;3;1
314390620000001;URBANO;NA;BOM JESUS DA CACHOEIRA;MURIAÃ‰;0.26700289;0;0;0.29275668;1;0;0;1;3;1;4;5;1;NA;NA;2;1
314390620000002;URBANO;NA;BOM JESUS DA CACHOEIRA;MURIAÃ‰;0.09276464;0;0;0.54914922;3;0;0;1;3;1;4;5;1;NA;NA;4;2
314390625000001;URBANO;NA;ITAMURI;MURIAÃ‰;0.13428164;0.01207216;0.49007251;0.22799848;3;0;0;3;3;2;6;8;3;NA;NA;6;3
314390625000002;URBANO;NA;ITAMURI;MURIAÃ‰;0.1501075;0.0248326;0.29928205;0.21931849;3;0;0;3;3;2;6;8;3;NA;NA;6;3
314390630000001;URBANO;NA;PIRAPANEMA;MURIAÃ‰;0.22365093;0.16820373;0;0.33790099;3;0;0;3;3;1;6;7;3;NA;NA;6;3
314390640000001;URBANO;NA;VERMELHO;MURIAÃ‰;0.11113419;0.00108176;0.99869158;0.68520174;3;0;0;3;3;3;6;9;3;NA;NA;6;3
314390640000002;URBANO;NA;VERMELHO;MURIAÃ‰;0.19720935;0;0.9046459;0.46179874;2;0;0;1;3;3;4;7;3;NA;NA;5;3
314390640000003;URBANO;NA;VERMELHO;MURIAÃ‰;0.18115968;0.01582665;0.41452485;0.83385862;1;0;0;3;2;2;5;7;3;NA;NA;4;2
314587705000001;URBANO;NA;ORIZÃ‚NIA;ORIZÃ‚NIA;0.67903466;0.04598553;0.49824519;0.38076564;3;0;0;2;2;2;4;6;2;NA;NA;5;3
314587705000002;URBANO;NA;ORIZÃ‚NIA;ORIZÃ‚NIA;0.18093724;0.0244377;0.45712165;0.58251635;2;0;0;1;1;1;2;3;1;NA;NA;3;1
314587705000009;URBANO;NA;ORIZÃ‚NIA;ORIZÃ‚NIA;0.39490034;0.05414361;0.6826905;0.21236523;1;0;0;3;3;3;6;9;3;NA;NA;4;2
314820205000001;URBANO;NA;PATROCÃNIO DO MURIAÃ‰;PATROCÃNIO DO MURIAÃ‰;0.15874001;0;1;0.58393319;1;0;0;1;1;2;2;4;1;NA;NA;2;1
314820205000002;URBANO;NA;PATROCÃNIO DO MURIAÃ‰;PATROCÃNIO DO MURIAÃ‰;0.16794578;0.09077001;1;0.53260993;3;0;0;3;2;2;5;7;3;NA;NA;6;3
314820205000003;URBANO;NA;PATROCÃNIO DO MURIAÃ‰;PATROCÃNIO DO MURIAÃ‰;0.12769647;0;1;0.99961432;1;0;0;1;1;2;2;4;1;NA;NA;2;1
314820205000004;URBANO;NA;PATROCÃNIO DO MURIAÃ‰;PATROCÃNIO DO MURIAÃ‰;1.67284102;0.05157252;0.73678913;0.05818149;1;0;0;3;3;1;6;7;3;NA;NA;4;2
314820205000005;URBANO;NA;PATROCÃNIO DO MURIAÃ‰;PATROCÃNIO DO MURIAÃ‰;1.83008855;0.01821858;0.28693241;0.15559452;2;0;0;2;3;1;5;6;2;NA;NA;4;2
314820205000006;URBANO;NA;PATROCÃNIO DO MURIAÃ‰;PATROCÃNIO DO MURIAÃ‰;0.34272477;0.00161156;0.82030175;0.334479;1;0;0;2;2;2;4;6;2;NA;NA;3;1
314900205000001;URBANO;NA;PEDRA DOURADA;PEDRA DOURADA;0.31845927;0.00750385;0.51128036;0.47529023;2;0;0;1;3;1;4;5;1;NA;NA;3;1
314900205000004;URBANO;NA;PEDRA DOURADA;PEDRA DOURADA;0.14387304;0.0354254;0.83193189;0.69959924;2;0;0;3;1;3;4;7;3;NA;NA;5;3
315645205000001;URBANO;NA;ROSÃRIO DA LIMEIRA;ROSÃRIO DA LIMEIRA;0.46954964;0.24271038;0;0.20170008;2;0;0;3;2;1;5;6;2;NA;NA;4;2
315645205000002;URBANO;NA;ROSÃRIO DA LIMEIRA;ROSÃRIO DA LIMEIRA;1.57892153;0.09866772;0;0.12760014;1;0;0;2;2;1;4;5;1;NA;NA;2;1
315645205000003;URBANO;NA;ROSÃRIO DA LIMEIRA;ROSÃRIO DA LIMEIRA;0.04809997;0;0;1;1;0;0;1;1;1;2;3;1;NA;NA;2;1
315645205000009;URBANO;NA;ROSÃRIO DA LIMEIRA;ROSÃRIO DA LIMEIRA;1.07914448;0.18084293;0;0.05392645;2;0;0;2;3;1;5;6;2;NA;NA;4;2
316140305000001;URBANO;NA;SÃƒO FRANCISCO DO GLÃ“RIA;SÃƒO FRANCISCO DO GLÃ“RIA;0.54902461;0.08610148;0.20671521;0.18730086;1;0;0;2;2;3;4;7;3;NA;NA;4;2
316140305000002;URBANO;NA;SÃƒO FRANCISCO DO GLÃ“RIA;SÃƒO FRANCISCO DO GLÃ“RIA;0.76204546;0;0.16633445;0.12183276;1;0;0;1;2;2;3;5;1;NA;NA;2;1
316140305000003;URBANO;NA;SÃƒO FRANCISCO DO GLÃ“RIA;SÃƒO FRANCISCO DO GLÃ“RIA;0.40985223;0.09955942;0.14473721;0.2302371;2;0;0;2;1;2;3;5;1;NA;NA;3;1
316140305000004;URBANO;NA;SÃƒO FRANCISCO DO GLÃ“RIA;SÃƒO FRANCISCO DO GLÃ“RIA;0.44790954;0.18871159;0.08188144;0.06945344;3;0;0;3;3;1;6;7;3;NA;NA;6;3
316443105000001;URBANO;NA;SÃƒO SEBASTIÃƒO DA VARGEM ALEGRE;SÃƒO SEBASTIÃƒO DA VARGEM ALEGRE;0.42532725;0.19019705;0.5205117;0.45353487;2;0;0;3;1;3;4;7;3;NA;NA;5;3
316443105000002;URBANO;NA;SÃƒO SEBASTIÃƒO DA VARGEM ALEGRE;SÃƒO SEBASTIÃƒO DA VARGEM ALEGRE;0.89160937;0.08119361;0.22558868;0.17301176;2;0;0;1;3;1;4;5;1;NA;NA;3;1
316920805000001;URBANO;NA;TOMBOS;TOMBOS;0.38153766;0.01716811;0.81427162;0.24093069;2;0;0;2;2;3;4;7;3;NA;NA;5;3
316920805000002;URBANO;NA;TOMBOS;TOMBOS;0.04040661;0;0.4644495;1;2;0;0;1;1;2;2;4;1;NA;NA;3;1
316920805000003;URBANO;NA;TOMBOS;TOMBOS;1.14611301;0.19192086;0.05370003;0.02107551;3;0;0;3;3;1;6;7;3;NA;NA;6;3
316920805000004;URBANO;NA;TOMBOS;TOMBOS;0.15653814;0;0.83374422;0.86444978;2;0;0;1;1;3;2;5;1;NA;NA;3;1
316920805000005;URBANO;NA;TOMBOS;TOMBOS;0.87318691;0.04188336;0.32915638;0.09515801;2;0;0;2;2;2;4;6;2;NA;NA;4;2
316920805000006;URBANO;NA;TOMBOS;TOMBOS;0.06218471;0;1;0.90029591;2;0;0;1;1;3;2;5;1;NA;NA;3;1
316920805000007;URBANO;NA;TOMBOS;TOMBOS;2.02964578;0.0145081;0.57900169;0.06161142;1;0;0;2;2;2;4;6;2;NA;NA;3;1
316920805000008;URBANO;NA;TOMBOS;TOMBOS;0.6897069;0.00617881;0.30982522;0.13691106;1;0;0;2;2;2;4;6;2;NA;NA;3;1
316920805000012;URBANO;NA;TOMBOS;TOMBOS;2.0021455;0.08335167;0.16653527;0.03240305;3;0;0;3;2;2;5;7;3;NA;NA;6;3
316920805000013;URBANO;NA;TOMBOS;TOMBOS;0.76392233;0.12845052;0.17373961;0.02658029;1;0;0;3;3;2;6;8;3;NA;NA;4;2
316920807000001;URBANO;NA;ÃGUA SANTA DE MINAS;TOMBOS;0.23283828;0.07584844;0;0.02525684;1;0;0;2;3;1;5;6;2;NA;NA;3;1
316920810000001;URBANO;NA;CATUNÃ‰;TOMBOS;0.15681242;0;0;0.28288257;1;0;0;1;2;1;3;4;1;NA;NA;2;1
317140205000001;URBANO;NA;VIEIRAS;VIEIRAS;0.15006221;0;0.67904851;0.88937355;1;0;0;1;1;2;2;4;1;NA;NA;2;1
317140205000002;URBANO;NA;VIEIRAS;VIEIRAS;0.09142871;0;0.36481254;0.79973183;1;0;0;1;2;2;3;5;1;NA;NA;2;1
317140205000005;URBANO;NA;VIEIRAS;VIEIRAS;0.05883945;0;0.87800838;0.88400911;3;0;0;1;2;3;3;6;2;NA;NA;5;3
317140210000001;URBANO;NA;SANTO ANTÃ”NIO DO GLÃ“RIA;VIEIRAS;0.07133287;0;0;0.37625249;1;0;0;1;3;1;4;5;1;NA;NA;2;1
330090207000001;URBANO;NA;CRUZEIRO;CAMBUCI;0.57687481;0.00765778;0.52804138;0.0340701;2;0;0;2;2;3;4;7;3;NA;NA;5;3
330090215000001;URBANO;NA;MONTE VERDE;CAMBUCI;0.79930762;0.02691573;0.10095849;0.02345982;3;0;0;3;3;1;6;7;3;NA;NA;6;3
330090220000001;URBANO;NA;SÃƒO JOÃƒO DO PARAÃSO;CAMBUCI;0.35057174;0.00849803;0.42076826;0.20728405;2;0;0;2;1;2;3;5;1;NA;NA;3;1
330090220000002;URBANO;NA;SÃƒO JOÃƒO DO PARAÃSO;CAMBUCI;0.46447542000000003;0;0.4128834;0.01054644;3;0;0;1;3;1;4;5;1;NA;NA;4;2
330090220000003;URBANO;NA;SÃƒO JOÃƒO DO PARAÃSO;CAMBUCI;0.61982824;0.02799503;0.71192577;0.18852886;3;0;0;3;2;3;5;8;3;NA;NA;6;3
330090220000004;URBANO;NA;SÃƒO JOÃƒO DO PARAÃSO;CAMBUCI;0.85668475;0.00317286;0.50508154;0.19262937;3;0;0;1;1;2;2;4;1;NA;NA;4;2
330100985000001;URBANO;NA;VILA NOVA DE CAMPOS;CAMPOS DOS GOYTACAZES;1.2664033;0.00381351;0.37283457;0.13679109;2;0;0;3;1;1;4;5;1;NA;NA;3;1
330100985000002;URBANO;NA;VILA NOVA DE CAMPOS;CAMPOS DOS GOYTACAZES;0.87043792;0;0.87317309;0.06474327;3;0;0;1;3;3;4;7;3;NA;NA;6;3
330115705000001;URBANO;NA;CARDOSO MOREIRA;CARDOSO MOREIRA;0.20923144;0;1;0.81900316;1;0;0;1;1;3;2;5;1;NA;NA;2;1
330115705000002;URBANO;NA;CARDOSO MOREIRA;CARDOSO MOREIRA;1.71992721;0.00956856;0.30885987;0.10169772;1;0;0;3;2;2;5;7;3;NA;NA;4;2
330115705000003;URBANO;NA;CARDOSO MOREIRA;CARDOSO MOREIRA;0.29577988;0;0.23296622;0.30196016;3;0;0;1;2;2;3;5;1;NA;NA;4;2
330115705000004;URBANO;NA;CARDOSO MOREIRA;CARDOSO MOREIRA;0.14282027;0;0.99801863;0.63398788;3;0;0;1;1;2;2;4;1;NA;NA;4;2
330115705000005;URBANO;NA;CARDOSO MOREIRA;CARDOSO MOREIRA;0.22006407;0;1;0.58298526;1;0;0;1;2;3;3;6;2;NA;NA;3;1
330115705000006;URBANO;NA;CARDOSO MOREIRA;CARDOSO MOREIRA;0.06697041;0;1;0.99841199;1;0;0;1;1;3;2;5;1;NA;NA;2;1
330115705000007;URBANO;NA;CARDOSO MOREIRA;CARDOSO MOREIRA;1.53277597;0;0.24397477;0.06864018;2;0;0;1;2;2;3;5;1;NA;NA;3;1
330115705000008;URBANO;NA;CARDOSO MOREIRA;CARDOSO MOREIRA;0.16093426;0;0.90679269;0.62406283;1;0;0;1;1;2;2;4;1;NA;NA;2;1
