Cod_setor;tipo.x;bairro;distrito;municipio.x;CLAS_VUL.y;area.km²;prop_HAND;prop_mata;prop_imper;prop_pastagem;prop_cultivo;q_prop_mata;q_prop_imper;q_prop_HAND;Usos.Assoc;Susc;Susc.n;q_prop_cultivo;q_prop_pastagem;VulSoeAm;VulSoeAm.n
330390605000165;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;1;0.388007787413;0;0.31989911264;0.241366621389;0;0;2;2;1;4;5;1;NA;NA;2;1
330390605000166;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;1;0.293399762223;0;0.454355905243;0.31717298452;0;0;2;2;1;4;5;1;NA;NA;2;1
330390605000174;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;2;0.311782467849;0;0.557882995994;0.243645337707;0;0;2;2;1;4;5;1;NA;NA;3;1
330390605000175;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;1;0.158861067275;0;0.741724150361;0;0;0;3;3;1;6;7;3;NA;NA;4;2
330390605000176;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;1;0.356875584379;0;0.615334259874;0.0388113321854;0;0;3;3;1;6;7;3;NA;NA;4;2
330390605000177;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;2;0.234505770529;0;0.39880864454;0.333062101981;0;0;2;2;1;4;5;1;NA;NA;3;1
330390605000178;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;2;0.726557727863;0;0.508126893959;0.357826710925;0;0;2;2;1;4;5;1;NA;NA;3;1
330390605000179;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;3;0.238740940465;0;0.184365315849;0.694356085626;0;0;2;1;1;3;4;1;NA;NA;4;2
330390605000180;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;1;0.0158666161561;0;0;1.00000000002;0;0;1;1;1;2;3;1;NA;NA;2;1
330390605000181;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;2;0.177457348165;0;0.171680178873;0.575050642835;0;0;2;2;1;4;5;1;NA;NA;3;1
330390605000182;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;1;0.136751513861;0;0.175421026138;0.824578978874;0;0;2;1;1;3;4;1;NA;NA;2;1
330390605000183;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;1;0.18606948856;0;0.221286060799;0.690426336264;0;0;2;2;1;4;5;1;NA;NA;2;1
330390605000184;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;1;0.149849570728;0;0.477678644062;0.373314533711;0;0;2;2;1;4;5;1;NA;NA;2;1
330390605000185;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;1;0.377745683012;0;0.711095199143;0.164885251605;0;0;3;2;1;5;6;2;NA;NA;3;1
330390605000186;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;1;0.0119076421009;0;0;1.00000000004;0;0;1;1;1;2;3;1;NA;NA;2;1
330390605000187;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;1;0.138673486284;0;0.125061458567;0.754212686316;0;0;2;1;1;3;4;1;NA;NA;2;1
330390605000188;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;1;0.806931366497;0;0.671237430769;0.202952775541;0;0;3;2;1;5;6;2;NA;NA;3;1
330390605000189;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;1;0.0648424182269;0;0;0.998947109525;0;0;1;1;1;2;3;1;NA;NA;2;1
330390605000190;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;1;0.598932952529;0;0.836541798796;0.0767136542685;0;0;3;3;1;6;7;3;NA;NA;4;2
330390605000192;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;1;0.848926824872;0;0.831131697852;0.00306625668729;0;0;3;3;1;6;7;3;NA;NA;4;2
330390605000193;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;1;0.381565081123;0;0.790211870655;0.0711202200171;0;0;3;3;1;6;7;3;NA;NA;4;2
330390605000194;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;1;0.324099418537;0;0.524517280766;0.412457980602;0;0;2;2;1;4;5;1;NA;NA;2;1
330390605000195;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;1;0.384950561858;0;0.770561681179;0.0402493251433;0;0;3;3;1;6;7;3;NA;NA;4;2
330390605000196;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;2;1.24800293204;0;0.87185349738;0.0484198956338;0;0;3;3;1;6;7;3;NA;NA;5;3
330390605000197;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;3;1.29483081244;0;0.956256862452;0.0376706969599;0;0;3;3;1;6;7;3;NA;NA;6;3
330390605000198;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;1;0.4097803721;0.633800567153;0.327372337749;0.493341507047;0;0;2;2;3;4;7;3;NA;NA;4;2
330390605000199;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;1;0.444219902116;0.0302181522385;0.627212025908;0.168731234309;0;0;3;2;2;5;7;3;NA;NA;4;2
330390605000200;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;1;1.8076352971;0;0.952312050872;0.00338921979208;0;0;3;3;1;6;7;3;NA;NA;4;2
330390605000201;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;2;0.617775919302;0.0706595322495;0.80074110475;0.0779395236125;0;0;3;3;2;6;8;3;NA;NA;5;3
330390605000202;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;2;0.278464392153;0;0.646992155291;0.200812257255;0;0;3;2;1;5;6;2;NA;NA;4;2
330390605000203;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;2;0.118283509887;0;0.503231560103;0.194013442938;0;0;2;2;1;4;5;1;NA;NA;3;1
330390605000204;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;2;0.548028342037;0;0.614673348637;0.123658356835;0;0;3;2;1;5;6;2;NA;NA;4;2
330390605000205;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;2;0.132376908431;0;0.293740225031;0.706260034531;0;0;2;1;1;3;4;1;NA;NA;3;1
330390605000206;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;1;0.163538498375;0;0.414055534095;0.513746778901;0;0;2;2;1;4;5;1;NA;NA;2;1
330390605000207;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;2;0.00785850673857;0;0;1.00000000001;0;0;1;1;1;2;3;1;NA;NA;3;1
330390605000208;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;1;0.0447449520382;0;0.00289347258239;0.997071995565;0;0;1;1;1;2;3;1;NA;NA;2;1
330390605000209;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;2;0.0729388618492;0;0.330141228281;0.658511921498;0;0;2;2;1;4;5;1;NA;NA;3;1
330390605000210;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;2;0.0729008074125;0;0.631526430835;0.355336077892;0;0;3;2;1;5;6;2;NA;NA;4;2
330390605000211;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;1;0.247218022336;0;0.567230541358;0.220845381866;0;0;2;2;1;4;5;1;NA;NA;2;1
330390605000212;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;2;0.26033162934;0;0.512202063238;0.409933332133;0;0;2;2;1;4;5;1;NA;NA;3;1
330390605000213;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;1;0.0855670364409;0;0;1;0;0;1;1;1;2;3;1;NA;NA;2;1
330390605000214;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;3;0.545296549605;0;0.590545900029;0.335618285857;0;0;3;2;1;5;6;2;NA;NA;5;3
330390605000215;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;3;0.109411479397;0.414500606409;0.394086633574;0.448860099953;0;0;2;2;3;4;7;3;NA;NA;6;3
330390605000216;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;2;0.0964645038608;0;0.712088328094;0.287911693137;0;0;3;2;1;5;6;2;NA;NA;4;2
330390605000217;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;2;0.197244590029;0.144748569728;0.221097250208;0.690407815378;0;0;2;2;2;4;6;2;NA;NA;4;2
330390605000218;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;1;0.723710563905;0;0.706332383902;0.208916280284;0;0;3;2;1;5;6;2;NA;NA;3;1
330390605000219;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;3;0.615897821659;0;0.338886011134;0.400226834958;0;0;2;2;1;4;5;1;NA;NA;4;2
330390605000220;URBANO;NA;PETRÃ“POLIS;PETRÃ“POLIS;1;0.024798292725;0;0.220833488745;0.630973836248;0;0;2;2;1;4;5;1;NA;NA;2;1
